"109年04月09日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","1,875,126","812","37,720,851","20.25","20.35","20.00","20.00","-","0.20","20.00","57","20.05","10","7.49",
"1203","味王","68,054","58","1,812,027","26.85","26.85","26.00","26.65"," ","0.00","26.65","6","26.70","1","13.88",
"1210","大成","1,905,792","1,053","71,384,069","37.40","37.60","37.30","37.50","+","0.35","37.45","50","37.50","26","12.84",
"1213","大飲","12,200","11","73,120","6.00","6.01","5.98","5.98","-","0.01","5.69","3","6.00","1","",
"1215","卜蜂","905,935","639","54,567,628","60.20","60.60","59.80","60.50","+","0.50","60.40","8","60.50","33","11.08",
"1216","統一","6,283,504","3,322","437,783,680","70.00","70.70","69.20","69.60","-","0.60","69.50","26","69.60","152","20.78",
"1217","愛之味","2,040,013","754","14,039,236","6.94","6.94","6.85","6.85","-","0.05","6.85","76","6.87","1","68.50",
"1218","泰山","1,821,853","758","42,020,872","23.00","23.40","22.75","23.10","+","0.20","23.05","28","23.10","8","19.25",
"1219","福壽","50,291","189","910,338","18.10","18.20","18.00","18.00","-","0.10","18.00","1","18.05","12","28.57",
"1220","台榮","96,000","43","984,100","10.25","10.30","10.20","10.30","+","0.05","10.25","14","10.35","11","14.51",
"1225","福懋油","97,300","85","3,258,148","33.65","33.85","33.20","33.50","-","0.50","33.35","1","33.50","6","21.61",
"1227","佳格","973,902","780","61,826,761","63.40","64.00","62.80","63.60"," ","0.00","63.60","8","63.70","1","16.91",
"1229","聯華","4,553,945","2,431","175,539,790","38.75","38.85","38.20","38.45"," ","0.00","38.45","16","38.50","26","15.26",
"1231","聯華食","659,150","307","25,719,073","39.25","39.35","38.75","38.75","-","0.40","38.75","29","39.00","10","12.92",
"1232","大統益","76,472","83","8,694,280","113.50","115.00","113.00","114.00","+","1.00","113.50","18","114.00","17","18.72",
"1233","天仁","38,049","24","1,309,695","34.50","34.50","34.20","34.30","+","0.20","34.20","1","34.50","10","19.83",
"1234","黑松","315,520","124","9,524,284","31.00","31.00","30.00","30.55","-","0.30","30.35","4","30.55","1","14.48",
"1235","興泰","270,058","31","6,329,704","23.40","23.55","23.30","23.45","-","0.15","23.40","2","23.60","6","47.86",
"1236","宏亞","157,326","61","1,674,886","10.65","10.75","10.60","10.75","+","0.20","10.70","3","10.80","4","71.67",
"1256","鮮活果汁-KY","130,954","179","24,500,325","189.00","189.50","185.00","186.00","-","3.50","186.00","4","186.50","3","11.48",
"1702","南僑","199,302","168","8,422,062","42.25","42.70","42.00","42.15","-","0.10","42.10","12","42.15","2","10.81",
"1737","臺鹽","251,810","195","7,464,797","29.55","29.85","29.50","29.60","+","0.10","29.60","4","29.65","2","17.11",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

