"109年04月16日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","1,938,433","833","40,032,354","20.50","20.90","20.30","20.65","+","0.15","20.60","96","20.65","2","7.73",
"1203","味王","233,325","133","6,287,489","26.95","27.05","26.60","27.00","+","0.05","27.00","2","27.05","7","14.06",
"1210","大成","2,608,594","1,536","102,612,229","39.30","39.50","39.00","39.40","-","0.30","39.40","16","39.45","6","13.49",
"1213","大飲","13,004","14","76,891","5.92","5.98","5.88","5.91","+","0.01","5.90","1","5.92","1","",
"1215","卜蜂","841,188","639","52,724,944","62.80","63.30","61.90","62.90","-","0.10","62.80","33","62.90","2","11.52",
"1216","統一","8,790,987","3,962","594,910,399","67.80","68.20","67.50","67.50","-","0.50","67.50","46","67.60","18","20.15",
"1217","愛之味","1,711,631","775","11,925,278","7.02","7.02","6.93","6.93","-","0.09","6.93","70","6.95","2","69.30",
"1218","泰山","1,067,746","591","25,438,804","23.65","24.10","23.40","24.10","+","0.10","24.05","1","24.10","41","20.08",
"1219","福壽","138,624","95","2,502,308","18.40","18.40","17.90","18.00","-","0.25","18.00","12","18.05","2","28.57",
"1220","台榮","143,001","82","1,486,810","10.50","10.50","10.30","10.45","-","0.05","10.40","38","10.45","26","14.72",
"1225","福懋油","669,109","343","24,837,882","37.55","37.55","36.50","37.30","-","0.10","37.25","10","37.30","15","24.06",
"1227","佳格","1,043,433","863","67,648,289","65.00","65.30","64.30","64.90","-","0.40","64.80","76","64.90","18","17.26",
"1229","聯華","6,589,344","3,869","272,735,522","41.90","41.90","40.90","41.25","-","0.55","41.25","56","41.30","11","16.37",
"1231","聯華食","227,494","204","9,256,873","40.80","40.95","40.35","40.70","-","0.25","40.65","1","40.70","1","13.57",
"1232","大統益","62,039","84","7,204,563","117.50","117.50","115.00","116.50","-","1.00","116.00","6","117.00","7","19.13",
"1233","天仁","16,314","15","566,140","34.80","34.80","34.50","34.65","-","0.10","34.65","1","34.75","1","20.03",
"1234","黑松","59,005","58","1,809,505","30.80","30.85","30.55","30.70","-","0.15","30.70","6","30.85","1","14.55",
"1235","興泰","409,250","76","9,766,687","24.00","25.15","23.65","23.70","-","0.10","23.65","2","23.70","2","48.37",
"1236","宏亞","36,012","20","420,494","11.60","11.85","11.55","11.60","-","0.15","11.60","11","11.65","1","77.33",
"1256","鮮活果汁-KY","44,873","104","8,738,481","194.00","196.50","193.00","196.50","-","0.50","195.50","1","196.50","2","12.13",
"1702","南僑","247,262","249","10,621,332","43.50","43.50","42.60","43.30","-","0.20","43.30","9","43.35","4","11.10",
"1737","臺鹽","254,595","297","7,728,789","30.55","30.55","30.20","30.40","-","0.20","30.40","4","30.45","15","17.57",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

