"109年04月23日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","1,182,892","544","24,704,367","20.90","21.00","20.70","21.00","+","0.20","20.95","57","21.00","18","7.87",
"1203","味王","37,262","38","1,013,049","27.15","27.25","27.15","27.25"," ","0.00","27.20","3","27.25","9","14.19",
"1210","大成","2,275,748","1,297","89,266,521","39.00","39.45","38.80","39.30","+","0.75","39.25","30","39.30","28","13.46",
"1213","大飲","13,900","9","81,119","5.59","6.00","5.59","6.00","-","0.05","5.90","1","6.00","9","",
"1215","卜蜂","634,363","413","39,299,748","62.50","62.50","61.50","62.00","+","0.60","61.90","32","62.00","2","11.36",
"1216","統一","9,031,345","2,818","611,356,663","67.40","68.00","67.30","67.90","+","0.80","67.80","84","67.90","123","20.27",
"1217","愛之味","2,489,484","819","17,521,469","7.07","7.10","7.00","7.06","+","0.04","7.05","28","7.06","12","70.60",
"1218","泰山","400,905","230","9,252,997","23.20","23.25","22.90","23.15","+","0.15","23.10","3","23.15","10","19.29",
"1219","福壽","174,788","54","3,219,967","18.60","18.60","18.30","18.45","-","0.05","18.40","5","18.45","5","29.29",
"1220","台榮","285,000","58","2,949,600","10.35","10.45","10.25","10.40","+","0.05","10.35","12","10.40","8","14.65",
"1225","福懋油","372,208","242","14,341,657","38.30","39.30","37.65","38.20","+","0.20","38.20","2","38.30","5","24.65",
"1227","佳格","1,218,891","884","80,851,765","66.70","66.80","65.50","66.20","-","0.30","66.20","13","66.30","2","17.61",
"1229","聯華","2,697,601","1,505","110,517,281","41.25","41.25","40.75","40.90","+","0.05","40.90","74","40.95","11","16.23",
"1231","聯華食","120,889","106","4,878,850","40.80","40.80","40.15","40.30","+","0.20","40.25","3","40.35","2","13.43",
"1232","大統益","43,817","57","5,015,044","114.00","115.00","114.00","115.00","+","1.00","114.50","2","115.00","5","18.88",
"1233","天仁","7,265","9","250,066","34.40","34.45","34.40","34.40","+","0.30","34.25","2","34.45","6","19.88",
"1234","黑松","31,466","33","962,005","30.50","30.85","30.50","30.60","+","0.20","30.60","1","30.65","1","14.50",
"1235","興泰","51,000","27","1,231,400","24.90","25.00","24.00","24.55","+","0.25","24.10","1","24.60","3","50.10",
"1236","宏亞","121,410","50","1,413,639","11.60","11.75","11.60","11.60","-","0.15","11.60","6","11.70","3","77.33",
"1256","鮮活果汁-KY","18,886","50","3,619,549","193.50","194.00","190.50","190.50","+","0.50","191.00","1","191.50","1","11.76",
"1702","南僑","212,034","199","8,877,389","41.70","42.20","41.40","42.20","+","0.90","42.15","5","42.20","12","10.82",
"1737","臺鹽","201,757","117","6,149,658","30.10","30.70","30.10","30.50","+","0.05","30.45","4","30.50","6","17.63",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

