"109年05月25日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","1,005,488","553","21,875,236","22.00","22.10","21.45","22.00","+","0.05","21.95","4","22.00","8","43.14",
"1203","味王","60,063","37","1,683,366","28.05","28.15","27.95","28.10","+","0.05","28.00","3","28.10","1","14.64",
"1210","大成","3,563,273","2,506","157,402,540","43.20","44.45","43.20","44.25","+","1.05","44.25","15","44.30","11","14.65",
"1213","大飲","1,500","3","9,035","6.03","6.03","6.03","6.03"," ","0.00","5.71","5","6.00","4","",
"1215","卜蜂","3,526,959","2,507","258,827,759","72.00","74.20","72.00","73.70","+","2.20","73.70","37","73.80","52","13.57",
"1216","統一","5,610,584","2,582","400,000,187","72.20","72.20","70.60","71.80","-","0.10","71.60","147","71.80","30","22.44",
"1217","愛之味","1,396,734","496","9,843,678","7.07","7.10","7.01","7.05","-","0.02","7.05","5","7.06","12","58.75",
"1218","泰山","1,916,361","764","45,163,772","24.00","24.00","23.30","23.90","+","0.05","23.85","6","23.90","15","19.27",
"1219","福壽","56,382","42","1,070,708","19.00","19.10","18.95","19.00","-","0.05","18.95","3","19.00","64","13.97",
"1220","台榮","717,000","298","7,757,350","10.70","11.00","10.65","10.80","+","0.20","10.80","18","10.85","23","14.40",
"1225","福懋油","127,000","59","4,670,650","36.90","36.90","36.60","36.80","+","0.45","36.80","9","36.85","3","23.74",
"1227","佳格","837,686","634","54,277,544","65.10","65.40","64.10","65.40","+","0.40","65.40","26","65.50","6","18.37",
"1229","聯華","1,619,699","904","67,534,008","41.55","41.95","41.35","41.85","+","0.30","41.85","8","41.90","26","23.78",
"1231","聯華食","111,929","96","4,635,437","41.50","41.65","41.05","41.50"," ","0.00","41.50","19","41.55","5","14.16",
"1232","大統益","34,620","37","4,063,660","117.50","117.50","116.50","117.50"," ","0.00","117.00","21","117.50","6","19.92",
"1233","天仁","30,284","20","1,083,937","35.90","36.10","35.50","35.70","+","0.05","35.70","3","36.00","5","27.05",
"1234","黑松","42,230","39","1,350,243","31.85","32.15","31.80","32.00","+","0.25","32.00","1","32.15","13","16.24",
"1235","興泰","7,631","8","197,503","25.80","26.20","25.80","25.85","+","0.30","25.35","2","26.00","2","36.93",
"1236","宏亞","37,700","23","448,319","11.80","11.95","11.80","11.90","+","0.10","11.85","4","11.90","3","62.63",
"1256","鮮活果汁-KY","36,801","77","7,542,108","203.50","207.00","201.00","207.00","+","3.50","206.50","2","207.00","2","14.94",
"1702","南僑","137,153","102","6,050,095","44.00","44.50","43.80","44.50","+","0.50","44.45","2","44.50","2","13.05",
"1737","臺鹽","202,478","112","6,276,364","30.90","31.15","30.85","31.10","+","0.25","31.05","21","31.10","1","19.68",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

