"109年05月12日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","2,619,665","1,196","59,083,040","22.85","22.90","22.35","22.50","-","0.35","22.50","10","22.55","18","8.43",
"1203","味王","82,774","63","2,314,015","28.00","28.05","27.85","28.00","-","0.05","28.00","19","28.15","3","14.58",
"1210","大成","4,957,650","3,217","208,529,507","42.85","42.85","41.50","42.15","-","0.85","42.15","25","42.20","24","14.43",
"1213","大飲","19,170","8","115,470","6.05","6.05","6.01","6.05","-","0.14","6.05","6","6.14","2","",
"1215","卜蜂","3,342,722","2,083","236,142,203","70.70","71.40","70.00","71.00","+","0.50","70.90","32","71.00","100","13.08",
"1216","統一","10,855,008","4,852","755,813,035","70.10","70.40","69.40","69.40","-","1.60","69.40","713","69.50","2","20.72",
"1217","愛之味","2,673,779","758","19,213,789","7.21","7.29","7.12","7.12","-","0.12","7.12","80","7.13","1","71.20",
"1218","泰山","2,559,905","531","65,110,937","24.25","24.40","24.05","24.40","+","0.35","24.35","2","24.40","98","20.33",
"1219","福壽","21,475","23","398,086","18.60","18.65","18.45","18.65"," ","0.00","18.50","10","18.65","29","29.60",
"1220","台榮","106,013","42","1,122,286","10.60","10.60","10.55","10.55","-","0.05","10.55","64","10.60","12","14.86",
"1225","福懋油","266,070","130","10,009,988","37.80","37.95","37.30","37.65","-","0.25","37.65","1","37.95","6","24.29",
"1227","佳格","1,459,376","1,037","97,343,773","66.50","67.30","66.10","66.50","+","0.70","66.50","51","66.60","1","17.69",
"1229","聯華","21,065,254","11,982","887,367,098","41.60","43.30","41.60","41.80","-","3.10","41.80","67","41.85","81","23.75",
"1231","聯華食","299,374","216","12,443,458","41.95","41.95","41.40","41.50","-","0.35","41.40","27","41.50","9","13.83",
"1232","大統益","48,489","57","5,677,702","117.50","118.00","116.50","117.00","-","1.00","117.00","2","117.50","5","19.83",
"1233","天仁","21,002","11","761,823","36.55","36.55","36.00","36.10","-","0.40","36.00","17","36.25","1","27.35",
"1234","黑松","90,772","76","2,879,543","32.10","32.10","31.00","31.90","-","0.20","31.70","11","31.90","3","16.19",
"1235","興泰","16,122","11","431,980","27.00","27.10","26.60","27.10","+","0.05","26.60","6","27.10","2","55.31",
"1236","宏亞","39,150","20","480,419","12.45","12.45","12.20","12.25","-","0.25","12.15","12","12.25","3","81.67",
"1256","鮮活果汁-KY","62,445","141","12,502,602","200.00","201.00","199.50","200.50","-","1.00","200.00","3","200.50","4","14.47",
"1702","南僑","214,010","161","9,577,052","45.20","45.20","44.50","44.70","-","0.55","44.65","4","44.90","3","11.46",
"1737","臺鹽","200,856","120","6,232,736","31.00","31.55","30.85","31.00"," ","0.00","30.95","5","31.00","9","19.62",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

