"109年04月06日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","2,565,036","1,361","50,593,870","20.00","20.00","19.45","19.90","-","0.10","19.85","23","19.90","19","7.45",
"1203","味王","34,600","90","912,592","26.50","26.50","26.20","26.45","+","0.15","26.40","5","26.45","2","13.78",
"1210","大成","2,519,462","1,354","93,043,026","37.15","37.20","36.55","37.05","+","0.10","37.00","34","37.05","2","12.69",
"1213","大飲","31,002","9","159,911","5.29","5.29","5.13","5.20","-","0.50","5.16","5","5.20","2","",
"1215","卜蜂","958,364","634","56,754,053","59.40","59.90","58.60","59.20"," ","0.00","59.20","39","59.30","17","10.84",
"1216","統一","17,887,448","7,687","1,218,683,632","68.20","69.00","67.10","69.00","+","3.90","68.80","2","69.00","435","20.60",
"1217","愛之味","2,359,795","927","16,356,573","6.91","6.99","6.87","6.95","+","0.06","6.94","443","6.95","12","69.50",
"1218","泰山","1,417,380","720","31,867,489","22.65","22.80","22.20","22.50","-","0.15","22.45","84","22.50","2","18.75",
"1219","福壽","16,578","350","299,920","18.05","18.25","18.00","18.25"," ","0.00","18.15","2","18.20","10","28.97",
"1220","台榮","169,003","87","1,711,780","10.15","10.25","10.00","10.20","+","0.05","10.15","1","10.20","9","14.37",
"1225","福懋油","448,241","246","15,116,297","32.70","34.50","32.55","34.25","+","1.60","34.25","3","34.35","3","22.10",
"1227","佳格","1,894,259","1,457","120,413,234","62.40","64.30","62.30","63.90","+","1.90","63.70","2","63.90","68","16.99",
"1229","聯華","5,499,447","3,095","208,712,286","38.10","38.20","37.55","37.95","+","0.05","37.95","37","38.00","28","15.06",
"1231","聯華食","375,896","270","14,509,770","39.00","39.00","37.60","38.85","-","0.05","38.85","7","38.95","7","12.95",
"1232","大統益","177,541","187","19,671,356","113.00","113.00","108.50","112.00","-","0.50","111.50","8","112.00","5","18.39",
"1233","天仁","36,040","34","1,209,146","34.00","34.00","33.30","33.55","-","0.45","33.55","3","33.60","1","19.39",
"1234","黑松","46,211","51","1,394,439","30.30","30.35","30.00","30.15","-","0.10","30.15","3","30.25","1","14.29",
"1235","興泰","73,000","12","1,712,400","23.35","23.80","23.35","23.80","+","0.10","23.60","3","23.80","4","48.57",
"1236","宏亞","26,042","18","269,276","10.40","10.40","10.25","10.40"," ","0.00","10.25","16","10.40","3","69.33",
"1256","鮮活果汁-KY","68,350","144","11,823,762","175.00","175.00","170.00","174.50","-","0.50","174.00","1","174.50","2","10.77",
"1702","南僑","368,419","332","15,304,355","43.00","43.00","40.70","41.85","-","0.10","41.80","13","41.85","1","10.73",
"1737","臺鹽","427,953","280","12,391,962","28.80","29.20","28.80","29.05","+","0.25","29.00","1","29.05","2","16.79",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

