"109年06月17日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","819,835","402","18,125,941","22.15","22.30","22.00","22.15"," ","0.00","22.10","29","22.15","31","43.43",
"1203","味王","67,282","49","1,922,433","28.60","28.65","28.50","28.65","+","0.10","28.60","7","28.70","7","14.92",
"1210","大成","2,788,494","2,028","121,410,576","43.80","44.30","43.10","43.10"," ","0.00","43.10","112","43.25","2","14.27",
"1213","大飲","19,011","14","113,313","6.00","6.00","5.85","5.85","-","0.15","5.86","2","6.12","2","",
"1215","卜蜂","1,635,481","1,233","120,909,232","74.70","75.00","73.10","73.60","-","0.30","73.60","11","73.80","6","13.55",
"1216","統一","7,695,746","3,193","558,777,655","73.30","73.30","72.20","72.50","-","0.80","72.40","70","72.50","975","22.66",
"1217","愛之味","4,144,121","1,520","31,583,055","7.55","7.73","7.50","7.62","+","0.09","7.62","42","7.63","30","63.50",
"1218","泰山","1,565,644","510","36,328,785","23.45","23.45","23.10","23.15","-","0.20","23.15","213","23.20","15","18.67",
"1219","福壽","971,677","478","21,375,742","20.60","22.10","20.60","22.10","+","2.00","22.10","31","--","0","16.25",
"1220","台榮","1,091,677","480","12,176,314","10.85","11.40","10.80","11.20","+","0.40","11.15","29","11.20","12","14.93",
"1225","福懋油","58,152","45","2,175,475","37.45","37.50","37.30","37.35","+","0.15","37.30","7","37.40","1","24.10",
"1227","佳格","1,134,653","959","72,913,646","64.10","64.60","64.00","64.10"," ","0.00","64.10","1","64.40","3","18.01",
"1229","聯華","1,419,089","1,128","59,958,898","42.30","42.40","42.10","42.30","+","0.20","42.30","131","42.35","22","24.03",
"1231","聯華食","141,582","109","5,983,932","42.35","42.35","42.20","42.30","+","0.10","42.25","6","42.30","5","14.44",
"1232","大統益","59,210","81","7,218,620","123.50","123.50","121.50","122.50"," ","0.00","122.50","4","123.00","11","20.76",
"1233","天仁","4,010","4","145,564","36.35","36.35","36.15","36.15","-","0.20","36.10","2","36.35","8","27.39",
"1234","黑松","59,835","55","1,950,269","32.50","32.75","32.45","32.75","+","0.35","32.65","1","32.80","1","16.62",
"1235","興泰","0","0","0","--","--","--","--"," ","0.00","25.50","1","25.65","1","36.57",
"1236","宏亞","29,965","34","363,457","12.15","12.30","12.10","12.30","+","0.15","12.20","1","12.30","2","64.74",
"1256","鮮活果汁-KY","18,343","72","3,869,037","211.00","211.50","210.00","211.00"," ","0.00","211.00","1","211.50","4","15.22",
"1702","南僑","224,672","180","10,200,975","45.20","45.70","45.15","45.70","+","0.50","45.60","1","45.70","2","13.40",
"1737","臺鹽","147,221","110","4,608,914","31.30","31.40","31.25","31.30"," ","0.00","31.30","4","31.40","7","19.81",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

