"109年04月17日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","2,249,687","963","46,837,968","20.75","21.05","20.55","20.65"," ","0.00","20.65","58","20.70","15","7.73",
"1203","味王","111,042","94","2,999,434","27.05","27.05","26.95","27.00"," ","0.00","27.00","12","27.05","15","14.06",
"1210","大成","3,624,985","2,027","142,102,265","39.50","39.70","38.80","38.80","-","0.60","38.80","124","38.85","1","13.29",
"1213","大飲","1,002","3","5,960","5.95","5.95","5.95","5.95","+","0.04","5.92","1","6.07","2","",
"1215","卜蜂","1,137,171","775","71,226,970","63.20","63.40","62.30","62.60","-","0.30","62.50","4","62.60","18","11.47",
"1216","統一","13,307,681","5,121","908,740,055","68.20","68.90","67.80","67.80","+","0.30","67.80","287","67.90","8","20.24",
"1217","愛之味","1,893,602","723","13,193,094","6.99","7.01","6.93","6.93"," ","0.00","6.93","42","6.95","8","69.30",
"1218","泰山","1,714,975","825","40,703,704","24.20","24.30","23.35","23.50","-","0.60","23.50","27","23.55","2","19.58",
"1219","福壽","213,126","159","3,950,652","18.40","18.70","18.40","18.45","+","0.45","18.45","4","18.50","24","29.29",
"1220","台榮","167,300","81","1,746,800","10.45","10.50","10.35","10.40","-","0.05","10.40","6","10.45","17","14.65",
"1225","福懋油","729,204","418","27,983,121","37.40","39.50","37.40","37.75","+","0.45","37.75","8","37.90","4","24.35",
"1227","佳格","2,109,158","1,617","139,918,008","65.60","67.40","65.30","65.60","+","0.70","65.50","23","65.60","6","17.45",
"1229","聯華","7,677,743","4,461","314,264,112","41.40","41.75","40.20","40.45","-","0.80","40.45","52","40.50","26","16.05",
"1231","聯華食","410,466","327","16,710,083","40.90","41.10","40.35","40.55","-","0.15","40.55","3","40.65","4","13.52",
"1232","大統益","78,443","99","9,208,831","117.50","118.00","117.00","117.00","+","0.50","117.00","2","117.50","5","19.21",
"1233","天仁","40,065","27","1,394,025","35.05","35.05","34.60","34.95","+","0.30","34.95","5","35.00","16","20.20",
"1234","黑松","93,300","61","2,902,220","30.75","31.35","30.75","31.05","+","0.35","30.85","5","31.00","3","14.72",
"1235","興泰","283,050","23","6,682,986","24.00","24.00","23.55","23.80","+","0.10","23.75","1","23.80","1","48.57",
"1236","宏亞","70,002","32","818,874","11.75","11.80","11.60","11.60"," ","0.00","11.55","15","11.70","2","77.33",
"1256","鮮活果汁-KY","95,212","149","18,664,649","197.00","198.00","194.00","195.00","-","1.50","194.50","6","195.00","3","12.04",
"1702","南僑","298,902","268","12,984,222","43.70","43.75","43.20","43.20","-","0.10","43.20","12","43.25","1","11.08",
"1737","臺鹽","201,247","160","6,128,488","30.50","30.60","30.25","30.35","-","0.05","30.35","25","30.40","10","17.54",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

