"109年06月23日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","5,148,935","2,015","118,755,959","23.20","23.35","22.70","22.75","-","0.15","22.70","94","22.75","1","44.61",
"1203","味王","133,298","59","3,880,442","29.40","29.40","29.00","29.10","-","0.30","29.05","9","29.15","3","15.16",
"1210","大成","857,124","526","36,928,274","43.35","43.35","43.00","43.10","+","0.05","43.05","78","43.10","6","14.27",
"1213","大飲","17,176","14","106,682","6.66","6.66","6.16","6.16","+","0.07","6.10","35","6.28","1","",
"1215","卜蜂","2,237,028","1,057","161,548,317","72.00","72.80","71.90","72.40","+","0.50","72.40","16","72.50","34","13.33",
"1216","統一","9,956,518","2,801","715,013,392","71.40","72.10","70.90","72.10","+","1.10","72.10","9","72.20","323","22.53",
"1217","愛之味","4,215,016","1,380","32,509,507","7.81","7.95","7.61","7.65","-","0.09","7.65","21","7.66","15","63.75",
"1218","泰山","1,345,735","431","31,467,744","23.60","23.65","23.30","23.35","-","0.15","23.35","1","23.40","20","18.83",
"1219","福壽","249,593","177","5,701,308","23.30","23.30","22.55","22.85","+","0.25","22.85","1","22.90","12","16.80",
"1220","台榮","214,298","115","2,383,607","11.20","11.25","11.05","11.15","-","0.10","11.10","15","11.15","3","14.87",
"1225","福懋油","70,114","41","2,624,940","37.65","37.65","37.30","37.35","-","0.30","37.35","6","37.50","1","24.10",
"1227","佳格","2,536,370","972","161,514,414","63.80","64.40","62.80","63.30","-","0.50","63.30","15","63.40","2","17.78",
"1229","聯華","1,398,829","823","59,606,833","42.80","42.90","42.35","42.55","-","0.25","42.55","26","42.60","1","24.18",
"1231","聯華食","393,278","299","16,808,843","43.10","43.10","42.45","42.60","-","0.25","42.60","6","42.75","3","14.54",
"1232","大統益","57,952","71","7,085,644","122.00","123.00","121.50","122.00"," ","0.00","122.00","3","123.00","23","20.68",
"1233","天仁","18,237","17","661,391","36.35","36.55","36.05","36.25","-","0.25","36.25","2","36.50","1","27.46",
"1234","黑松","65,351","57","2,160,429","33.10","33.20","33.00","33.00"," ","0.00","33.00","9","33.05","1","16.75",
"1235","興泰","11,546","12","293,745","25.30","25.70","25.25","25.65"," ","0.00","25.40","4","25.65","1","36.64",
"1236","宏亞","21,702","28","267,596","12.35","12.35","12.25","12.35"," ","0.00","12.20","8","12.35","5","65.00",
"1256","鮮活果汁-KY","42,542","69","8,897,631","208.00","211.50","207.50","211.50","+","2.50","211.50","1","212.00","6","15.26",
"1702","南僑","220,106","180","10,013,186","45.85","45.85","45.15","45.65","+","0.05","45.60","2","45.65","2","13.39",
"1737","臺鹽","243,382","131","7,564,742","31.10","31.25","31.00","31.15","+","0.05","31.10","8","31.15","11","19.72",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

