"109年06月22日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","2,077,973","849","47,341,729","22.65","22.95","22.50","22.90","+","0.25","22.90","7","22.95","176","44.90",
"1203","味王","334,192","144","9,735,300","28.80","29.40","28.75","29.40","+","0.55","29.35","2","29.40","3","15.31",
"1210","大成","1,322,662","834","57,088,808","43.30","43.45","43.00","43.05","-","0.05","43.05","26","43.10","7","14.26",
"1213","大飲","45,000","20","292,730","6.50","6.89","6.03","6.09","-","0.24","6.11","3","6.45","2","",
"1215","卜蜂","1,160,653","838","83,678,071","72.50","72.80","71.60","71.90","-","0.30","71.80","48","71.90","13","13.24",
"1216","統一","11,020,234","4,086","783,983,494","71.20","71.80","70.90","71.00","-","0.20","70.90","187","71.00","689","22.19",
"1217","愛之味","3,331,859","1,185","25,801,317","7.70","7.82","7.67","7.74","+","0.06","7.73","3","7.74","127","64.50",
"1218","泰山","1,284,958","608","30,337,010","23.50","23.90","23.50","23.50","-","0.35","23.50","85","23.55","5","18.95",
"1219","福壽","1,537,518","331","35,236,749","23.30","23.30","22.50","22.60","-","0.40","22.60","5","22.80","2","16.62",
"1220","台榮","677,196","248","7,606,983","11.15","11.30","11.15","11.25","+","0.10","11.20","42","11.25","31","15.00",
"1225","福懋油","65,262","53","2,455,026","37.80","37.80","37.45","37.65","-","0.05","37.60","2","37.65","1","24.29",
"1227","佳格","919,127","582","58,732,328","63.80","64.20","63.60","63.80","-","0.10","63.80","19","64.00","8","17.92",
"1229","聯華","1,695,037","1,003","72,725,910","42.80","43.10","42.75","42.80","-","0.05","42.80","20","42.85","2","24.32",
"1231","聯華食","333,603","269","14,295,326","42.80","43.00","42.70","42.85","+","0.10","42.75","3","42.85","8","14.62",
"1232","大統益","34,162","62","4,171,264","122.00","122.50","121.50","122.00"," ","0.00","121.50","14","122.00","8","20.68",
"1233","天仁","35,000","26","1,282,200","36.50","36.95","36.30","36.50","-","0.15","36.50","1","36.85","1","27.65",
"1234","黑松","68,550","45","2,260,695","32.90","33.10","32.85","33.00","+","0.45","32.85","3","33.00","24","16.75",
"1235","興泰","7,000","4","179,550","25.65","25.65","25.65","25.65"," ","0.00","25.35","2","25.65","1","36.64",
"1236","宏亞","46,910","32","580,699","12.15","12.45","12.15","12.35","+","0.20","12.30","2","12.35","3","65.00",
"1256","鮮活果汁-KY","38,937","113","8,113,725","206.50","210.00","206.50","209.00"," ","0.00","208.00","2","210.00","1","15.08",
"1702","南僑","309,201","275","14,058,972","44.85","45.70","44.85","45.60","+","0.85","45.50","7","45.60","14","13.37",
"1737","臺鹽","413,478","260","12,855,812","31.00","31.30","30.95","31.10","+","0.40","30.95","3","31.10","2","19.68",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

