"109年06月11日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","2,585,117","1,181","57,806,976","22.90","22.90","22.05","22.10","-","0.70","22.10","66","22.15","3","43.33",
"1203","味王","75,887","56","2,169,781","28.70","28.75","28.45","28.45","-","0.35","28.45","4","28.60","2","14.82",
"1210","大成","3,363,579","1,792","144,894,986","43.35","43.55","42.55","42.55","-","1.00","42.55","58","42.60","8","14.09",
"1213","大飲","5,000","2","27,500","5.50","5.50","5.50","5.50","-","0.03","5.50","6","5.77","1","",
"1215","卜蜂","1,178,758","874","86,485,834","73.90","74.10","72.90","73.00","-","1.50","73.00","9","73.10","1","13.44",
"1216","統一","18,569,534","4,172","1,355,914,862","73.30","73.80","72.80","73.00","-","0.70","72.90","20","73.00","425","22.81",
"1217","愛之味","12,247,688","3,726","94,705,575","7.95","7.98","7.50","7.50","-","0.63","7.50","34","7.51","10","62.50",
"1218","泰山","2,074,103","873","49,133,516","24.10","24.15","23.30","23.40","-","0.70","23.35","24","23.40","25","18.87",
"1219","福壽","347,653","88","6,929,472","20.20","20.20","19.85","20.20"," ","0.00","20.00","2","20.20","3","14.85",
"1220","台榮","444,000","103","4,813,100","10.90","10.90","10.70","10.75","-","0.15","10.75","19","10.80","27","14.33",
"1225","福懋油","226,803","176","8,764,831","39.00","39.10","38.00","38.15","-","0.80","38.15","2","38.20","29","24.61",
"1227","佳格","2,084,042","1,134","136,708,026","65.60","66.20","65.10","65.10","-","1.10","65.10","51","65.20","4","18.29",
"1229","聯華","4,115,659","2,322","175,567,440","43.20","43.20","42.15","42.35","-","0.85","42.30","14","42.35","46","24.06",
"1231","聯華食","429,766","279","18,181,831","42.80","42.80","42.05","42.10","-","0.65","42.05","29","42.10","1","14.37",
"1232","大統益","57,413","66","7,061,299","123.50","124.50","122.50","122.50","-","1.00","122.50","3","123.00","10","20.76",
"1233","天仁","16,000","16","583,900","36.55","36.60","36.00","36.00","-","0.55","36.00","11","36.60","3","27.27",
"1234","黑松","60,581","59","1,993,355","33.10","33.10","32.80","32.80","-","0.35","32.80","4","32.90","1","16.65",
"1235","興泰","0","0","0","--","--","--","--"," ","0.00","25.50","2","25.90","1","36.86",
"1236","宏亞","194,542","146","2,456,026","12.20","13.00","12.20","12.40","+","0.20","12.35","5","12.45","5","65.26",
"1256","鮮活果汁-KY","94,595","213","19,974,140","215.00","215.00","209.00","210.00","-","5.00","209.50","3","211.50","2","15.15",
"1702","南僑","644,230","534","29,571,268","47.00","47.00","45.40","45.40","-","1.55","45.40","5","45.45","23","13.31",
"1737","臺鹽","274,136","178","8,646,606","31.75","31.75","31.45","31.45","-","0.30","31.45","2","31.50","3","19.91",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

