"109年07月06日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","2,350,054","816","54,417,141","23.05","23.30","23.00","23.20","+","0.20","23.20","12","23.25","135","45.49",
"1203","味王","198,294","104","5,926,777","30.20","30.20","29.55","29.80","-","0.05","29.80","20","29.95","5","15.52",
"1210","大成","2,246,225","1,372","97,958,973","43.45","43.75","43.45","43.60","+","0.15","43.60","76","43.65","6","14.44",
"1213","大飲","56,300","17","339,410","5.95","6.10","5.95","5.95"," ","0.00","5.93","2","6.10","10","",
"1215","卜蜂","1,190,118","867","81,658,513","69.00","69.10","68.50","68.70","-","0.20","68.70","22","68.80","14","12.65",
"1216","統一","8,648,223","3,156","635,914,090","73.30","73.80","72.70","73.80","+","0.60","73.70","8","73.80","1,792","23.06",
"1217","愛之味","3,177,799","844","24,149,461","7.55","7.66","7.55","7.60","+","0.06","7.60","1","7.61","44","63.33",
"1218","泰山","2,485,590","976","59,066,632","23.55","23.95","23.55","23.80","+","0.35","23.75","76","23.80","7","19.19",
"1219","福壽","265,009","162","5,743,640","21.45","22.05","21.30","21.85","+","0.55","21.80","1","21.85","2","16.07",
"1220","台榮","571,000","106","6,422,750","11.25","11.30","11.20","11.25"," ","0.00","11.25","30","11.30","53","15.00",
"1225","福懋油","89,981","78","3,414,429","38.10","38.10","37.60","37.95","-","0.15","37.90","7","37.95","2","24.48",
"1227","佳格","1,393,897","1,043","91,381,311","65.20","65.90","65.00","65.70","+","0.50","65.70","2","65.80","40","18.46",
"1229","聯華","4,205,290","2,367","184,931,310","43.65","44.30","43.65","43.95","+","0.50","43.95","56","44.00","12","24.97",
"1231","聯華食","388,689","341","17,149,836","43.90","44.20","43.90","44.20","+","0.35","44.15","7","44.20","25","15.09",
"1232","大統益","146,319","155","18,241,021","125.00","125.00","124.00","125.00","+","0.50","124.50","21","125.00","16","21.19",
"1233","天仁","73,550","62","2,795,200","37.90","38.20","37.80","38.15","+","0.05","37.95","3","38.20","2","28.90",
"1234","黑松","392,741","253","13,250,329","33.70","33.95","33.45","33.80","+","0.60","33.80","18","33.85","6","17.16",
"1235","興泰","308,200","63","7,908,700","25.55","26.05","25.55","25.85","+","0.10","25.75","2","25.85","3","36.93",
"1236","宏亞","66,568","49","844,165","12.75","12.75","12.65","12.75","+","0.10","12.75","2","12.80","9","67.11",
"1256","鮮活果汁-KY","68,327","94","14,433,134","210.00","213.00","209.00","213.00","+","3.50","212.50","1","214.00","5","15.37",
"1702","南僑","704,487","451","31,347,715","44.60","44.65","44.40","44.55"," ","0.00","44.55","26","44.60","15","13.06",
"1737","臺鹽","331,063","219","10,430,422","31.40","31.55","31.40","31.55","+","0.15","31.50","7","31.55","33","19.97",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

