"109年05月05日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","1,994,023","633","42,874,897","21.50","21.70","21.30","21.55","+","0.15","21.50","10","21.55","16","8.07",
"1203","味王","48,941","37","1,343,580","27.30","27.60","27.25","27.60","+","0.15","27.50","2","27.60","7","14.38",
"1210","大成","5,330,717","3,153","222,578,483","41.00","42.00","41.00","41.95","+","1.10","41.95","39","42.00","174","14.37",
"1213","大飲","1","1","5","--","--","--","--"," ","0.00","5.63","1","5.99","2","",
"1215","卜蜂","2,092,918","1,260","135,743,049","63.90","65.50","63.90","65.10","+","1.50","65.10","20","65.20","45","11.92",
"1216","統一","7,039,574","3,973","491,809,602","68.90","70.20","68.90","70.00","+","1.70","70.00","976","70.10","14","20.90",
"1217","愛之味","1,825,730","551","12,998,978","7.10","7.15","7.08","7.11","+","0.04","7.11","4","7.14","74","71.10",
"1218","泰山","687,145","393","16,170,161","23.35","23.75","23.30","23.75","+","0.40","23.70","3","23.75","33","19.79",
"1219","福壽","66,174","40","1,237,035","18.70","18.75","18.60","18.70","+","0.05","18.70","1","18.75","37","29.68",
"1220","台榮","145,001","55","1,554,160","10.70","10.75","10.65","10.70","-","0.05","10.70","3","10.75","105","15.07",
"1225","福懋油","428,228","235","16,151,459","38.10","38.60","37.10","37.55","-","0.35","37.50","8","37.75","1","24.23",
"1227","佳格","790,406","557","51,918,496","65.40","66.30","65.00","65.60","-","0.20","65.60","33","65.80","4","17.45",
"1229","聯華","4,922,827","3,025","217,087,677","43.45","44.90","43.25","44.75","+","1.30","44.70","12","44.75","6","17.76",
"1231","聯華食","230,009","184","9,478,770","40.85","41.40","40.85","41.35","+","0.45","41.30","11","41.35","7","13.78",
"1232","大統益","33,951","55","3,972,718","117.50","117.50","116.00","117.00","-","0.50","117.00","1","117.50","13","19.83",
"1233","天仁","15,220","16","547,491","35.60","36.05","35.60","36.05","+","0.55","36.00","1","36.05","1","20.84",
"1234","黑松","82,883","61","2,661,790","32.10","32.15","31.95","32.15","+","0.25","32.10","1","32.15","10","15.24",
"1235","興泰","58,250","24","1,530,699","26.35","26.40","26.00","26.40","+","0.05","26.30","2","26.40","23","53.88",
"1236","宏亞","19,870","30","244,565","12.20","12.45","12.15","12.30","-","0.15","12.30","1","12.45","4","82.00",
"1256","鮮活果汁-KY","35,998","78","7,241,096","202.00","203.00","200.00","201.00","+","0.50","200.50","1","201.00","1","12.41",
"1702","南僑","233,207","176","10,316,327","44.25","44.50","44.00","44.35","+","0.15","44.25","2","44.35","7","11.37",
"1737","臺鹽","182,601","107","5,636,601","30.75","31.00","30.75","31.00","+","0.25","30.95","3","31.05","3","17.92",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

