"109年04月10日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","1,584,734","838","32,026,566","20.05","20.35","19.90","20.35","+","0.35","20.35","31","20.40","59","7.62",
"1203","味王","101,447","62","2,722,028","26.50","26.95","26.50","26.75","+","0.10","26.75","1","26.90","3","13.93",
"1210","大成","1,962,446","1,193","73,942,190","37.60","37.95","37.50","37.80","+","0.30","37.75","8","37.80","42","12.95",
"1213","大飲","0","0","0","--","--","--","--"," ","0.00","5.84","10","6.13","3","",
"1215","卜蜂","769,809","531","46,456,852","60.50","60.90","59.90","60.50"," ","0.00","60.40","20","60.50","212","11.08",
"1216","統一","3,617,302","2,294","250,319,090","69.20","69.60","68.90","69.00","-","0.60","68.90","155","69.00","31","20.60",
"1217","愛之味","2,619,828","896","18,150,553","6.90","6.99","6.85","6.95","+","0.10","6.95","20","6.96","21","69.50",
"1218","泰山","1,073,726","479","24,841,263","23.15","23.30","23.05","23.15","+","0.05","23.15","43","23.20","30","19.29",
"1219","福壽","16,407","334","298,388","18.25","18.30","18.10","18.20","+","0.20","18.10","3","18.20","34","28.89",
"1220","台榮","93,001","38","959,960","10.40","10.40","10.30","10.35","+","0.05","10.30","1","10.35","7","14.58",
"1225","福懋油","275,213","61","9,267,975","33.65","34.20","33.55","33.95","+","0.45","33.90","3","33.95","1","21.90",
"1227","佳格","725,462","551","45,699,288","63.50","64.00","62.40","62.90","-","0.70","62.80","11","62.90","3","16.73",
"1229","聯華","3,218,616","1,701","124,724,861","38.45","38.90","38.40","38.85","+","0.40","38.80","72","38.85","163","15.42",
"1231","聯華食","217,904","158","8,507,806","38.85","39.20","38.85","38.95","+","0.20","38.95","15","39.10","8","12.98",
"1232","大統益","56,624","66","6,445,760","115.00","115.00","113.00","114.50","+","0.50","114.00","1","114.50","5","18.80",
"1233","天仁","16,012","18","545,520","33.85","34.50","33.85","34.30"," ","0.00","34.10","2","34.30","1","19.83",
"1234","黑松","92,251","52","2,834,165","30.70","31.20","30.55","30.85","+","0.30","30.65","5","30.85","6","14.62",
"1235","興泰","228,000","15","5,325,300","23.35","23.55","23.30","23.55","+","0.10","23.30","10","23.55","2","48.06",
"1236","宏亞","91,740","37","986,199","10.80","10.95","10.65","10.90","+","0.15","10.90","1","10.95","14","72.67",
"1256","鮮活果汁-KY","42,944","121","8,043,416","186.00","188.00","186.00","188.00","+","2.00","187.50","3","188.00","8","11.60",
"1702","南僑","236,108","181","9,923,658","42.20","42.35","41.70","42.15"," ","0.00","42.15","3","42.20","1","10.81",
"1737","臺鹽","205,846","152","6,139,107","29.55","29.95","29.55","29.95","+","0.35","29.90","17","29.95","6","17.31",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

