"109年04月24日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","1,217,237","624","25,397,537","21.00","21.10","20.75","20.75","-","0.25","20.75","20","20.80","8","7.77",
"1203","味王","69,323","31","1,885,952","27.25","27.25","27.10","27.25"," ","0.00","27.25","1","27.30","2","14.19",
"1210","大成","4,078,843","1,923","162,239,727","39.50","40.15","39.40","39.80","+","0.50","39.75","18","39.80","27","13.63",
"1213","大飲","3,005","4","17,740","5.73","5.99","5.73","5.99","-","0.01","5.98","1","5.99","6","",
"1215","卜蜂","474,675","329","29,221,103","62.00","62.20","61.30","61.50","-","0.50","61.50","4","61.60","22","11.26",
"1216","統一","13,716,121","5,853","919,195,988","67.90","68.00","66.60","66.60","-","1.30","66.60","352","66.90","7","19.88",
"1217","愛之味","5,724,648","1,677","40,918,784","7.09","7.23","7.08","7.10","+","0.04","7.10","101","7.11","10","71.00",
"1218","泰山","343,493","194","7,928,808","23.20","23.20","23.00","23.05","-","0.10","23.00","46","23.05","14","19.21",
"1219","福壽","95,881","47","1,764,019","18.35","18.45","18.30","18.45"," ","0.00","18.35","3","18.45","1","29.29",
"1220","台榮","92,001","44","953,210","10.40","10.40","10.30","10.40"," ","0.00","10.35","15","10.40","3","14.65",
"1225","福懋油","220,314","145","8,275,540","38.30","38.40","37.20","37.75","-","0.45","37.75","4","37.80","1","24.35",
"1227","佳格","1,088,504","495","71,850,108","66.70","66.80","65.60","65.90","-","0.30","65.90","12","66.00","22","17.53",
"1229","聯華","2,241,720","1,239","91,549,185","41.00","41.00","40.75","40.75","-","0.15","40.75","21","40.80","11","16.17",
"1231","聯華食","149,795","134","6,068,262","40.45","40.80","40.30","40.55","+","0.25","40.55","3","40.60","1","13.52",
"1232","大統益","20,444","32","2,350,280","115.50","115.50","114.50","115.50","+","0.50","115.00","2","115.50","6","18.97",
"1233","天仁","6,000","6","206,700","34.65","34.70","34.30","34.30","-","0.10","34.30","4","34.70","2","19.83",
"1234","黑松","20,389","26","623,978","30.60","30.70","30.40","30.70","+","0.10","30.65","1","30.70","1","14.55",
"1235","興泰","268,000","73","6,600,000","24.30","24.80","24.30","24.80","+","0.25","24.65","3","24.80","1","50.61",
"1236","宏亞","114,303","27","1,351,062","11.65","12.00","11.65","11.85","+","0.25","11.80","4","12.00","6","79.00",
"1256","鮮活果汁-KY","21,298","64","4,058,060","193.00","193.00","189.50","190.00","-","0.50","190.00","2","191.50","1","11.73",
"1702","南僑","172,250","168","7,230,665","42.20","42.40","41.45","41.95","-","0.25","41.90","1","42.00","6","10.76",
"1737","臺鹽","44,101","41","1,343,539","30.55","30.55","30.35","30.45","-","0.05","30.40","24","30.45","1","17.60",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

