"109年04月14日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","1,760,340","716","35,687,231","20.10","20.40","20.10","20.40","+","0.30","20.35","13","20.40","46","7.64",
"1203","味王","17,244","27","462,642","26.80","26.85","26.80","26.85","+","0.10","26.80","1","26.85","8","13.98",
"1210","大成","3,049,048","1,546","116,567,689","37.60","38.50","37.60","38.45","+","0.80","38.40","5","38.45","51","13.17",
"1213","大飲","30,654","22","175,397","5.52","6.02","5.52","5.90"," ","0.00","5.90","4","6.00","13","",
"1215","卜蜂","1,006,275","593","61,922,850","60.50","61.90","60.50","61.70","+","0.60","61.70","2","61.80","16","11.30",
"1216","統一","10,186,959","3,383","700,473,456","68.00","69.40","68.00","68.10"," ","0.00","68.10","249","68.20","243","20.33",
"1217","愛之味","4,752,060","1,191","33,490,302","7.05","7.10","6.99","7.05","+","0.04","7.05","13","7.06","12","70.50",
"1218","泰山","1,239,013","506","28,785,801","22.95","23.40","22.90","23.40","+","0.45","23.35","9","23.40","81","19.50",
"1219","福壽","29,656","369","543,161","18.45","18.50","18.25","18.30","+","0.10","18.25","2","18.30","37","29.05",
"1220","台榮","196,020","63","2,029,208","10.20","10.45","10.20","10.45","+","0.20","10.35","12","10.45","25","14.72",
"1225","福懋油","419,808","119","14,339,251","33.95","34.60","33.95","34.50","+","0.50","34.45","2","34.50","4","22.26",
"1227","佳格","1,241,882","846","79,215,522","62.30","64.30","62.30","63.90","+","1.00","63.80","48","64.00","1","16.99",
"1229","聯華","6,329,071","3,145","253,223,615","39.60","40.20","39.60","40.15","+","0.70","40.10","1","40.15","125","15.93",
"1231","聯華食","339,856","277","13,579,625","39.45","40.25","39.45","40.25","+","0.55","40.20","1","40.25","6","13.42",
"1232","大統益","56,848","98","6,479,672","113.50","114.50","113.00","114.50","+","1.00","113.50","15","114.50","2","18.80",
"1233","天仁","31,827","30","1,099,603","34.20","34.80","34.20","34.30","+","0.30","34.30","3","34.65","1","19.83",
"1234","黑松","93,975","71","2,877,528","30.55","30.80","30.50","30.80","+","0.25","30.65","11","30.85","7","14.60",
"1235","興泰","227,426","20","5,359,253","23.80","23.90","23.55","23.75"," ","0.00","23.60","3","23.75","2","48.47",
"1236","宏亞","70,185","50","816,594","11.40","11.75","11.40","11.70","+","0.30","11.70","1","11.80","7","78.00",
"1256","鮮活果汁-KY","57,436","128","11,004,084","189.00","193.00","188.50","193.00","+","3.50","193.00","2","193.50","1","11.91",
"1702","南僑","332,908","299","13,993,593","41.80","42.30","41.80","42.10","+","0.30","42.10","8","42.15","4","10.79",
"1737","臺鹽","267,125","225","8,107,339","30.20","30.50","30.15","30.50","+","0.40","30.45","3","30.50","30","17.63",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

