"109年06月02日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","915,389","466","20,565,679","22.70","22.70","22.35","22.35","-","0.10","22.30","63","22.35","6","43.82",
"1203","味王","66,613","41","1,896,406","28.55","28.60","28.40","28.50","-","0.05","28.50","1","28.55","4","14.84",
"1210","大成","882,483","726","38,620,066","44.00","44.00","43.50","43.80","+","0.10","43.75","23","43.80","64","14.50",
"1213","大飲","43","4","241","--","--","--","--"," ","0.00","5.81","2","5.99","1","",
"1215","卜蜂","807,640","531","59,002,841","73.10","73.30","72.80","72.90","-","0.20","72.90","35","73.00","12","13.43",
"1216","統一","6,540,404","2,715","480,931,984","73.30","73.90","73.20","73.50","+","0.10","73.40","117","73.50","11","22.97",
"1217","愛之味","1,146,582","372","8,178,006","7.14","7.15","7.11","7.15","+","0.03","7.14","6","7.15","99","59.58",
"1218","泰山","2,234,737","987","56,192,145","25.20","25.60","24.80","24.90","-","0.20","24.90","306","24.95","19","20.08",
"1219","福壽","20,123","25","391,365","19.75","19.75","19.25","19.25","-","0.05","19.15","9","19.25","6","14.15",
"1220","台榮","202,046","73","2,168,748","10.80","10.85","10.65","10.70","-","0.05","10.70","4","10.75","1","14.27",
"1225","福懋油","53,056","41","1,994,003","37.90","37.90","37.40","37.60"," ","0.00","37.60","1","37.80","5","24.26",
"1227","佳格","533,328","439","34,665,477","64.50","65.20","64.50","65.20","+","1.00","65.00","4","65.20","62","18.31",
"1229","聯華","2,434,451","1,480","102,782,625","42.30","42.30","42.00","42.20","+","0.20","42.20","44","42.25","12","23.98",
"1231","聯華食","196,961","133","8,261,362","41.80","42.00","41.80","41.95","+","0.15","41.90","5","41.95","1","14.32",
"1232","大統益","47,171","56","5,660,691","120.00","120.50","119.50","120.00","+","0.50","119.50","5","120.50","21","20.34",
"1233","天仁","24,133","22","872,443","36.30","36.30","36.05","36.30","+","0.25","36.05","3","36.25","1","27.50",
"1234","黑松","226,468","155","7,458,470","33.00","33.15","32.85","32.85","+","0.35","32.85","6","32.90","5","16.68",
"1235","興泰","6,202","5","161,511","26.30","26.30","26.00","26.00","+","0.15","25.50","3","26.00","1","37.14",
"1236","宏亞","13,265","18","160,132","12.10","12.10","12.00","12.10","+","0.10","12.05","10","12.10","10","63.68",
"1256","鮮活果汁-KY","36,082","69","7,752,212","215.00","215.00","214.50","214.50"," ","0.00","214.50","1","215.00","5","15.48",
"1702","南僑","258,079","191","11,697,298","45.40","45.50","45.20","45.20","+","0.35","45.20","4","45.30","19","13.26",
"1737","臺鹽","165,695","123","5,228,884","31.70","31.75","31.50","31.50","-","0.10","31.45","7","31.50","15","19.94",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

