"109年05月19日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","1,166,241","521","26,132,202","22.65","22.65","22.30","22.30"," ","0.00","22.30","218","22.40","36","43.73",
"1203","味王","98,140","70","2,782,002","28.30","28.45","28.05","28.40"," ","0.00","28.40","5","28.45","5","14.79",
"1210","大成","8,099,522","5,211","361,322,868","44.50","44.95","43.80","44.80","+","0.90","44.80","76","44.85","19","14.83",
"1213","大飲","9,000","6","52,890","5.85","6.09","5.85","5.85"," ","0.00","5.71","2","6.05","1","",
"1215","卜蜂","1,409,209","1,038","100,141,539","71.50","71.50","70.60","71.00"," ","0.00","70.90","2","71.00","14","13.08",
"1216","統一","9,576,729","4,431","675,457,040","71.10","71.20","70.00","70.20","+","0.40","70.20","165","70.30","60","21.94",
"1217","愛之味","2,112,743","723","15,164,113","7.21","7.23","7.13","7.14","-","0.04","7.14","22","7.18","14","59.50",
"1218","泰山","1,068,087","626","26,064,410","24.60","24.65","24.20","24.35"," ","0.00","24.35","4","24.40","14","19.64",
"1219","福壽","109,343","78","2,103,498","19.50","19.50","19.00","19.20","-","0.05","19.15","10","19.20","3","14.12",
"1220","台榮","418,522","115","4,373,128","10.45","10.60","10.40","10.50","+","0.10","10.50","25","10.55","4","14.00",
"1225","福懋油","64,001","48","2,422,287","38.40","38.40","37.55","37.80","+","0.35","37.80","5","37.85","3","24.39",
"1227","佳格","807,117","658","53,842,652","67.60","67.60","66.20","66.70","+","1.00","66.70","2","66.80","44","18.74",
"1229","聯華","5,047,780","3,057","212,545,989","42.00","42.45","41.65","42.30","+","0.75","42.30","50","42.35","65","24.03",
"1231","聯華食","227,396","168","9,431,919","41.50","41.70","41.30","41.40","+","0.40","41.40","2","41.45","3","14.13",
"1232","大統益","35,699","37","4,216,181","118.00","118.50","118.00","118.00","+","0.50","118.00","6","118.50","17","20.00",
"1233","天仁","25,051","15","891,515","35.60","35.60","35.55","35.55"," ","0.00","35.55","10","36.00","1","26.93",
"1234","黑松","46,503","36","1,483,342","31.95","32.05","31.85","32.05","+","0.25","32.05","9","32.20","2","16.27",
"1235","興泰","7,100","10","179,988","25.25","25.50","25.00","25.50","+","0.25","25.50","2","26.25","1","36.43",
"1236","宏亞","16,397","26","196,020","11.95","12.05","11.85","11.85","-","0.05","11.90","2","12.00","16","62.37",
"1256","鮮活果汁-KY","79,040","128","16,013,160","201.50","203.00","201.50","203.00","+","3.50","202.50","1","203.00","20","14.65",
"1702","南僑","102,393","112","4,535,334","44.05","44.70","44.05","44.25","+","0.35","44.25","4","44.30","3","12.98",
"1737","臺鹽","210,341","111","6,490,112","30.85","30.95","30.80","30.95","+","0.25","30.90","5","30.95","13","19.59",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

