"109年06月18日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","963,882","484","21,443,302","22.20","22.40","22.05","22.35","+","0.20","22.35","40","22.40","16","43.82",
"1203","味王","56,918","50","1,632,150","28.60","28.75","28.60","28.75","+","0.10","28.65","6","28.75","3","14.97",
"1210","大成","3,181,603","1,906","139,356,506","43.85","44.10","43.45","43.80","+","0.70","43.80","74","43.85","13","14.50",
"1213","大飲","14,200","11","88,460","6.39","6.39","6.00","6.00","+","0.15","5.96","10","6.20","4","",
"1215","卜蜂","2,609,473","2,054","192,320,213","74.30","74.90","72.80","73.10","-","0.50","73.10","46","73.20","2","13.46",
"1216","統一","7,428,404","2,342","539,221,314","72.80","73.30","72.30","72.50"," ","0.00","72.40","38","72.50","892","22.66",
"1217","愛之味","3,440,968","1,056","26,420,665","7.59","7.77","7.59","7.70","+","0.08","7.68","20","7.70","123","64.17",
"1218","泰山","1,107,289","486","25,939,941","23.25","23.60","23.20","23.45","+","0.30","23.45","84","23.50","10","18.91",
"1219","福壽","2,020,926","822","48,650,866","24.20","24.30","23.35","24.30","+","2.20","24.25","45","24.30","10","17.87",
"1220","台榮","546,184","206","6,119,319","11.20","11.30","11.10","11.20"," ","0.00","11.20","1","11.25","26","14.93",
"1225","福懋油","94,100","70","3,542,023","37.50","37.95","37.40","37.90","+","0.55","37.85","4","37.95","1","24.45",
"1227","佳格","1,485,756","1,096","94,698,433","64.00","64.60","63.50","63.80","-","0.30","63.70","4","63.80","9","17.92",
"1229","聯華","1,198,962","834","50,733,111","42.35","42.40","42.20","42.30"," ","0.00","42.30","87","42.35","29","24.03",
"1231","聯華食","167,956","145","7,122,928","42.30","42.50","42.30","42.40","+","0.10","42.40","4","42.50","44","14.47",
"1232","大統益","57,244","58","6,968,012","122.50","122.50","121.50","122.00","-","0.50","121.50","18","122.00","1","20.68",
"1233","天仁","12,000","9","434,650","36.35","36.35","35.95","36.30","+","0.15","36.20","3","36.30","1","27.50",
"1234","黑松","26,843","32","877,761","32.55","32.80","32.55","32.70","-","0.05","32.70","3","32.80","1","16.60",
"1235","興泰","33,150","19","856,319","25.90","26.00","25.55","25.65","X","0.00","25.65","6","25.75","1","36.64",
"1236","宏亞","89,000","43","1,105,750","12.30","12.65","12.05","12.35","+","0.05","12.35","2","12.60","4","65.00",
"1256","鮮活果汁-KY","62,403","165","13,039,630","211.00","212.00","208.00","209.00","-","2.00","208.50","4","209.00","1","15.08",
"1702","南僑","307,187","204","14,049,905","45.70","46.00","45.60","45.60","-","0.10","45.60","28","45.70","7","13.37",
"1737","臺鹽","180,650","124","5,640,326","31.25","31.30","31.05","31.20","-","0.10","31.25","1","31.35","10","19.75",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

