"109年06月12日每日收盤行情(食品工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1201","味全","1,492,295","770","32,289,254","21.50","21.90","21.35","21.75","-","0.35","21.75","32","21.80","65","42.65",
"1203","味王","77,007","44","2,180,996","28.40","28.50","28.20","28.50","+","0.05","28.30","5","28.50","5","14.84",
"1210","大成","2,578,505","1,543","108,569,892","41.20","42.50","41.20","42.25","-","0.30","42.25","18","42.30","2","13.99",
"1213","大飲","64,356","36","381,632","5.86","6.02","5.86","6.00","+","0.50","5.88","30","6.00","8","",
"1215","卜蜂","1,457,386","1,115","104,811,707","70.00","73.20","69.70","73.10","+","0.10","73.10","1","73.20","43","13.46",
"1216","統一","9,604,531","3,960","693,898,112","72.50","72.60","72.00","72.00","-","1.00","72.00","749","72.20","62","22.50",
"1217","愛之味","4,050,380","1,225","29,651,994","7.26","7.38","7.23","7.36","-","0.14","7.36","7","7.37","13","61.33",
"1218","泰山","4,932,945","1,161","117,189,530","22.95","24.05","22.70","23.80","+","0.40","23.80","11","23.85","5","19.19",
"1219","福壽","73,525","42","1,460,692","19.85","20.10","19.70","19.90","-","0.30","19.85","5","20.00","30","14.63",
"1220","台榮","297,705","73","3,180,339","10.60","10.75","10.55","10.75"," ","0.00","10.70","4","10.75","25","14.33",
"1225","福懋油","127,418","102","4,700,669","37.50","37.50","36.05","36.90","-","1.25","36.85","16","36.90","1","23.81",
"1227","佳格","1,689,640","1,244","108,369,260","63.80","64.70","63.70","63.90","-","1.20","63.90","115","64.00","2","17.95",
"1229","聯華","2,962,560","1,718","123,346,494","41.00","42.00","41.00","42.00","-","0.35","41.95","43","42.00","122","23.86",
"1231","聯華食","339,492","254","14,116,081","41.00","42.10","41.00","42.10"," ","0.00","41.95","6","42.00","5","14.37",
"1232","大統益","60,083","69","7,289,750","121.00","122.00","120.50","122.00","-","0.50","121.00","10","122.00","8","20.68",
"1233","天仁","26,001","22","926,836","35.80","36.00","35.50","36.00"," ","0.00","36.05","1","36.20","1","27.27",
"1234","黑松","128,464","88","4,158,354","32.80","32.80","32.15","32.25","-","0.55","32.25","8","32.30","2","16.37",
"1235","興泰","3,164","6","80,631","25.50","25.50","25.45","25.45","X","0.00","25.25","1","25.45","1","36.36",
"1236","宏亞","84,261","62","1,026,720","12.30","12.30","12.10","12.10","-","0.30","12.10","3","12.15","9","63.68",
"1256","鮮活果汁-KY","77,459","168","16,019,308","204.00","210.00","202.50","210.00"," ","0.00","209.50","2","210.00","2","15.15",
"1702","南僑","323,106","268","14,434,820","44.60","45.00","44.20","45.00","-","0.40","44.95","10","45.00","13","13.20",
"1737","臺鹽","208,482","149","6,453,786","30.70","31.10","30.70","31.00","-","0.45","31.05","4","31.10","1","19.62",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

